image_path,label
Kather_texture_2016_image_tiles_5000\04_LYMPHO\117AC_CRC-Prim-HE-05_003.tif_Row_451_Col_151.tif,4
Kather_texture_2016_augmented\117AC_CRC-Prim-HE-05_003_aug_0.jpg,4
Kather_texture_2016_augmented\117AC_CRC-Prim-HE-05_003_aug_1.jpg,4
Kather_texture_2016_augmented\117AC_CRC-Prim-HE-05_003_aug_2.jpg,4
Kather_texture_2016_augmented\117AC_CRC-Prim-HE-05_003_aug_3.jpg,4
Kather_texture_2016_augmented\117AC_CRC-Prim-HE-05_003_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\01_TUMOR\A083_CRC-Prim-HE-06_018.tif_Row_301_Col_1.tif,1
Kather_texture_2016_augmented\A083_CRC-Prim-HE-06_018_aug_0.jpg,1
Kather_texture_2016_augmented\A083_CRC-Prim-HE-06_018_aug_1.jpg,1
Kather_texture_2016_augmented\A083_CRC-Prim-HE-06_018_aug_2.jpg,1
Kather_texture_2016_augmented\A083_CRC-Prim-HE-06_018_aug_3.jpg,1
Kather_texture_2016_augmented\A083_CRC-Prim-HE-06_018_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\02_STROMA\123C8_CRC-Prim-HE-06_003.tif_Row_301_Col_901.tif,2
Kather_texture_2016_augmented\123C8_CRC-Prim-HE-06_003_aug_0.jpg,2
Kather_texture_2016_augmented\123C8_CRC-Prim-HE-06_003_aug_1.jpg,2
Kather_texture_2016_augmented\123C8_CRC-Prim-HE-06_003_aug_2.jpg,2
Kather_texture_2016_augmented\123C8_CRC-Prim-HE-06_003_aug_3.jpg,2
Kather_texture_2016_augmented\123C8_CRC-Prim-HE-06_003_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\04_LYMPHO\2587_CRC-Prim-HE-02.tif_Row_1_Col_451.tif,4
Kather_texture_2016_augmented\2587_CRC-Prim-HE-02_aug_0.jpg,4
Kather_texture_2016_augmented\2587_CRC-Prim-HE-02_aug_1.jpg,4
Kather_texture_2016_augmented\2587_CRC-Prim-HE-02_aug_2.jpg,4
Kather_texture_2016_augmented\2587_CRC-Prim-HE-02_aug_3.jpg,4
Kather_texture_2016_augmented\2587_CRC-Prim-HE-02_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\06_MUCOSA\1261E_CRC-Prim-HE-06_033.tif_Row_151_Col_751.tif,6
Kather_texture_2016_augmented\1261E_CRC-Prim-HE-06_033_aug_0.jpg,6
Kather_texture_2016_augmented\1261E_CRC-Prim-HE-06_033_aug_1.jpg,6
Kather_texture_2016_augmented\1261E_CRC-Prim-HE-06_033_aug_2.jpg,6
Kather_texture_2016_augmented\1261E_CRC-Prim-HE-06_033_aug_3.jpg,6
Kather_texture_2016_augmented\1261E_CRC-Prim-HE-06_033_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\08_EMPTY\1407_CRC-Prim-HE-06_005.tif_Row_601_Col_6601.tif,8
Kather_texture_2016_augmented\1407_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\1407_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\1407_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\1407_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\1407_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\01_TUMOR\14B1E_CRC-Prim-HE-07.tif_Row_601_Col_151.tif,1
Kather_texture_2016_augmented\14B1E_CRC-Prim-HE-07_aug_0.jpg,1
Kather_texture_2016_augmented\14B1E_CRC-Prim-HE-07_aug_1.jpg,1
Kather_texture_2016_augmented\14B1E_CRC-Prim-HE-07_aug_2.jpg,1
Kather_texture_2016_augmented\14B1E_CRC-Prim-HE-07_aug_3.jpg,1
Kather_texture_2016_augmented\14B1E_CRC-Prim-HE-07_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\06_MUCOSA\105F2_CRC-Prim-HE-06_032.tif_Row_751_Col_751.tif,6
Kather_texture_2016_augmented\105F2_CRC-Prim-HE-06_032_aug_0.jpg,6
Kather_texture_2016_augmented\105F2_CRC-Prim-HE-06_032_aug_1.jpg,6
Kather_texture_2016_augmented\105F2_CRC-Prim-HE-06_032_aug_2.jpg,6
Kather_texture_2016_augmented\105F2_CRC-Prim-HE-06_032_aug_3.jpg,6
Kather_texture_2016_augmented\105F2_CRC-Prim-HE-06_032_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\02_STROMA\119BB_CRC-Prim-HE-07_018.tif_Row_1_Col_1.tif,2
Kather_texture_2016_augmented\119BB_CRC-Prim-HE-07_018_aug_0.jpg,2
Kather_texture_2016_augmented\119BB_CRC-Prim-HE-07_018_aug_1.jpg,2
Kather_texture_2016_augmented\119BB_CRC-Prim-HE-07_018_aug_2.jpg,2
Kather_texture_2016_augmented\119BB_CRC-Prim-HE-07_018_aug_3.jpg,2
Kather_texture_2016_augmented\119BB_CRC-Prim-HE-07_018_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\04_LYMPHO\5B23_CRC-Prim-HE-02_002b.tif_Row_301_Col_1.tif,4
Kather_texture_2016_augmented\5B23_CRC-Prim-HE-02_002b_aug_0.jpg,4
Kather_texture_2016_augmented\5B23_CRC-Prim-HE-02_002b_aug_1.jpg,4
Kather_texture_2016_augmented\5B23_CRC-Prim-HE-02_002b_aug_2.jpg,4
Kather_texture_2016_augmented\5B23_CRC-Prim-HE-02_002b_aug_3.jpg,4
Kather_texture_2016_augmented\5B23_CRC-Prim-HE-02_002b_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\163B8_CRC-Prim-HE-03_012.tif_Row_301_Col_601.tif,7
Kather_texture_2016_augmented\163B8_CRC-Prim-HE-03_012_aug_0.jpg,7
Kather_texture_2016_augmented\163B8_CRC-Prim-HE-03_012_aug_1.jpg,7
Kather_texture_2016_augmented\163B8_CRC-Prim-HE-03_012_aug_2.jpg,7
Kather_texture_2016_augmented\163B8_CRC-Prim-HE-03_012_aug_3.jpg,7
Kather_texture_2016_augmented\163B8_CRC-Prim-HE-03_012_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\01_TUMOR\16D7A_CRC-Prim-HE-02_024.tif_Row_301_Col_451.tif,1
Kather_texture_2016_augmented\16D7A_CRC-Prim-HE-02_024_aug_0.jpg,1
Kather_texture_2016_augmented\16D7A_CRC-Prim-HE-02_024_aug_1.jpg,1
Kather_texture_2016_augmented\16D7A_CRC-Prim-HE-02_024_aug_2.jpg,1
Kather_texture_2016_augmented\16D7A_CRC-Prim-HE-02_024_aug_3.jpg,1
Kather_texture_2016_augmented\16D7A_CRC-Prim-HE-02_024_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\04_LYMPHO\9E53_CRC-Prim-HE-09_019.tif_Row_1_Col_151.tif,4
Kather_texture_2016_augmented\9E53_CRC-Prim-HE-09_019_aug_0.jpg,4
Kather_texture_2016_augmented\9E53_CRC-Prim-HE-09_019_aug_1.jpg,4
Kather_texture_2016_augmented\9E53_CRC-Prim-HE-09_019_aug_2.jpg,4
Kather_texture_2016_augmented\9E53_CRC-Prim-HE-09_019_aug_3.jpg,4
Kather_texture_2016_augmented\9E53_CRC-Prim-HE-09_019_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\13366_CRC-Prim-HE-05_032.tif_Row_1951_Col_601.tif,7
Kather_texture_2016_augmented\13366_CRC-Prim-HE-05_032_aug_0.jpg,7
Kather_texture_2016_augmented\13366_CRC-Prim-HE-05_032_aug_1.jpg,7
Kather_texture_2016_augmented\13366_CRC-Prim-HE-05_032_aug_2.jpg,7
Kather_texture_2016_augmented\13366_CRC-Prim-HE-05_032_aug_3.jpg,7
Kather_texture_2016_augmented\13366_CRC-Prim-HE-05_032_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\05_DEBRIS\16595_CRC-Prim-HE-10_018.tif_Row_151_Col_151.tif,5
Kather_texture_2016_augmented\16595_CRC-Prim-HE-10_018_aug_0.jpg,5
Kather_texture_2016_augmented\16595_CRC-Prim-HE-10_018_aug_1.jpg,5
Kather_texture_2016_augmented\16595_CRC-Prim-HE-10_018_aug_2.jpg,5
Kather_texture_2016_augmented\16595_CRC-Prim-HE-10_018_aug_3.jpg,5
Kather_texture_2016_augmented\16595_CRC-Prim-HE-10_018_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\03_COMPLEX\5C8E_CRC-Prim-HE-08_005.tif_Row_901_Col_1.tif,3
Kather_texture_2016_augmented\5C8E_CRC-Prim-HE-08_005_aug_0.jpg,3
Kather_texture_2016_augmented\5C8E_CRC-Prim-HE-08_005_aug_1.jpg,3
Kather_texture_2016_augmented\5C8E_CRC-Prim-HE-08_005_aug_2.jpg,3
Kather_texture_2016_augmented\5C8E_CRC-Prim-HE-08_005_aug_3.jpg,3
Kather_texture_2016_augmented\5C8E_CRC-Prim-HE-08_005_aug_4.jpg,3
Kather_texture_2016_image_tiles_5000\04_LYMPHO\126D3_CRC-Prim-HE-01_013.tif_Row_151_Col_301.tif,4
Kather_texture_2016_augmented\126D3_CRC-Prim-HE-01_013_aug_0.jpg,4
Kather_texture_2016_augmented\126D3_CRC-Prim-HE-01_013_aug_1.jpg,4
Kather_texture_2016_augmented\126D3_CRC-Prim-HE-01_013_aug_2.jpg,4
Kather_texture_2016_augmented\126D3_CRC-Prim-HE-01_013_aug_3.jpg,4
Kather_texture_2016_augmented\126D3_CRC-Prim-HE-01_013_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\04_LYMPHO\D9A_CRC-Prim-HE-05_003.tif_Row_151_Col_1651.tif,4
Kather_texture_2016_augmented\D9A_CRC-Prim-HE-05_003_aug_0.jpg,4
Kather_texture_2016_augmented\D9A_CRC-Prim-HE-05_003_aug_1.jpg,4
Kather_texture_2016_augmented\D9A_CRC-Prim-HE-05_003_aug_2.jpg,4
Kather_texture_2016_augmented\D9A_CRC-Prim-HE-05_003_aug_3.jpg,4
Kather_texture_2016_augmented\D9A_CRC-Prim-HE-05_003_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\05_DEBRIS\3126_CRC-Prim-HE-08_021.tif_Row_1051_Col_751.tif,5
Kather_texture_2016_augmented\3126_CRC-Prim-HE-08_021_aug_0.jpg,5
Kather_texture_2016_augmented\3126_CRC-Prim-HE-08_021_aug_1.jpg,5
Kather_texture_2016_augmented\3126_CRC-Prim-HE-08_021_aug_2.jpg,5
Kather_texture_2016_augmented\3126_CRC-Prim-HE-08_021_aug_3.jpg,5
Kather_texture_2016_augmented\3126_CRC-Prim-HE-08_021_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\02_STROMA\1455E_CRC-Prim-HE-04.tif_Row_1351_Col_1201.tif,2
Kather_texture_2016_augmented\1455E_CRC-Prim-HE-04_aug_0.jpg,2
Kather_texture_2016_augmented\1455E_CRC-Prim-HE-04_aug_1.jpg,2
Kather_texture_2016_augmented\1455E_CRC-Prim-HE-04_aug_2.jpg,2
Kather_texture_2016_augmented\1455E_CRC-Prim-HE-04_aug_3.jpg,2
Kather_texture_2016_augmented\1455E_CRC-Prim-HE-04_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\01_TUMOR\1266D_CRC-Prim-HE-04_009.tif_Row_1_Col_1.tif,1
Kather_texture_2016_augmented\1266D_CRC-Prim-HE-04_009_aug_0.jpg,1
Kather_texture_2016_augmented\1266D_CRC-Prim-HE-04_009_aug_1.jpg,1
Kather_texture_2016_augmented\1266D_CRC-Prim-HE-04_009_aug_2.jpg,1
Kather_texture_2016_augmented\1266D_CRC-Prim-HE-04_009_aug_3.jpg,1
Kather_texture_2016_augmented\1266D_CRC-Prim-HE-04_009_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\08_EMPTY\13D93_CRC-Prim-HE-06_005.tif_Row_5701_Col_2851.tif,8
Kather_texture_2016_augmented\13D93_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\13D93_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\13D93_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\13D93_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\13D93_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\13C30_CRC-Prim-HE-07.tif_Row_901_Col_1351.tif,7
Kather_texture_2016_augmented\13C30_CRC-Prim-HE-07_aug_0.jpg,7
Kather_texture_2016_augmented\13C30_CRC-Prim-HE-07_aug_1.jpg,7
Kather_texture_2016_augmented\13C30_CRC-Prim-HE-07_aug_2.jpg,7
Kather_texture_2016_augmented\13C30_CRC-Prim-HE-07_aug_3.jpg,7
Kather_texture_2016_augmented\13C30_CRC-Prim-HE-07_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\02_STROMA\1143C_CRC-Prim-HE-02_015.tif_Row_451_Col_2851.tif,2
Kather_texture_2016_augmented\1143C_CRC-Prim-HE-02_015_aug_0.jpg,2
Kather_texture_2016_augmented\1143C_CRC-Prim-HE-02_015_aug_1.jpg,2
Kather_texture_2016_augmented\1143C_CRC-Prim-HE-02_015_aug_2.jpg,2
Kather_texture_2016_augmented\1143C_CRC-Prim-HE-02_015_aug_3.jpg,2
Kather_texture_2016_augmented\1143C_CRC-Prim-HE-02_015_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\02_STROMA\1360B_CRC-Prim-HE-10_019.tif_Row_601_Col_1.tif,2
Kather_texture_2016_augmented\1360B_CRC-Prim-HE-10_019_aug_0.jpg,2
Kather_texture_2016_augmented\1360B_CRC-Prim-HE-10_019_aug_1.jpg,2
Kather_texture_2016_augmented\1360B_CRC-Prim-HE-10_019_aug_2.jpg,2
Kather_texture_2016_augmented\1360B_CRC-Prim-HE-10_019_aug_3.jpg,2
Kather_texture_2016_augmented\1360B_CRC-Prim-HE-10_019_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\02_STROMA\13E62_CRC-Prim-HE-04_013.tif_Row_1501_Col_451.tif,2
Kather_texture_2016_augmented\13E62_CRC-Prim-HE-04_013_aug_0.jpg,2
Kather_texture_2016_augmented\13E62_CRC-Prim-HE-04_013_aug_1.jpg,2
Kather_texture_2016_augmented\13E62_CRC-Prim-HE-04_013_aug_2.jpg,2
Kather_texture_2016_augmented\13E62_CRC-Prim-HE-04_013_aug_3.jpg,2
Kather_texture_2016_augmented\13E62_CRC-Prim-HE-04_013_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\04_LYMPHO\92E0_CRC-Prim-HE-05_004.tif_Row_451_Col_301.tif,4
Kather_texture_2016_augmented\92E0_CRC-Prim-HE-05_004_aug_0.jpg,4
Kather_texture_2016_augmented\92E0_CRC-Prim-HE-05_004_aug_1.jpg,4
Kather_texture_2016_augmented\92E0_CRC-Prim-HE-05_004_aug_2.jpg,4
Kather_texture_2016_augmented\92E0_CRC-Prim-HE-05_004_aug_3.jpg,4
Kather_texture_2016_augmented\92E0_CRC-Prim-HE-05_004_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\01_TUMOR\78D7_CRC-Prim-HE-08_001.tif_Row_151_Col_1.tif,1
Kather_texture_2016_augmented\78D7_CRC-Prim-HE-08_001_aug_0.jpg,1
Kather_texture_2016_augmented\78D7_CRC-Prim-HE-08_001_aug_1.jpg,1
Kather_texture_2016_augmented\78D7_CRC-Prim-HE-08_001_aug_2.jpg,1
Kather_texture_2016_augmented\78D7_CRC-Prim-HE-08_001_aug_3.jpg,1
Kather_texture_2016_augmented\78D7_CRC-Prim-HE-08_001_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\05_DEBRIS\182B3_CRC-Prim-HE-10_018.tif_Row_1_Col_1.tif,5
Kather_texture_2016_augmented\182B3_CRC-Prim-HE-10_018_aug_0.jpg,5
Kather_texture_2016_augmented\182B3_CRC-Prim-HE-10_018_aug_1.jpg,5
Kather_texture_2016_augmented\182B3_CRC-Prim-HE-10_018_aug_2.jpg,5
Kather_texture_2016_augmented\182B3_CRC-Prim-HE-10_018_aug_3.jpg,5
Kather_texture_2016_augmented\182B3_CRC-Prim-HE-10_018_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\05_DEBRIS\5462_CRC-Prim-HE-04_012.tif_Row_1_Col_1.tif,5
Kather_texture_2016_augmented\5462_CRC-Prim-HE-04_012_aug_0.jpg,5
Kather_texture_2016_augmented\5462_CRC-Prim-HE-04_012_aug_1.jpg,5
Kather_texture_2016_augmented\5462_CRC-Prim-HE-04_012_aug_2.jpg,5
Kather_texture_2016_augmented\5462_CRC-Prim-HE-04_012_aug_3.jpg,5
Kather_texture_2016_augmented\5462_CRC-Prim-HE-04_012_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\12EF1_CRC-Prim-HE-06_004.tif_Row_1501_Col_1351.tif,7
Kather_texture_2016_augmented\12EF1_CRC-Prim-HE-06_004_aug_0.jpg,7
Kather_texture_2016_augmented\12EF1_CRC-Prim-HE-06_004_aug_1.jpg,7
Kather_texture_2016_augmented\12EF1_CRC-Prim-HE-06_004_aug_2.jpg,7
Kather_texture_2016_augmented\12EF1_CRC-Prim-HE-06_004_aug_3.jpg,7
Kather_texture_2016_augmented\12EF1_CRC-Prim-HE-06_004_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\08_EMPTY\13904_CRC-Prim-HE-06_005.tif_Row_4801_Col_1501.tif,8
Kather_texture_2016_augmented\13904_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\13904_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\13904_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\13904_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\13904_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\03_COMPLEX\1045D_CRC-Prim-HE-05_012.tif_Row_1_Col_1.tif,3
Kather_texture_2016_augmented\1045D_CRC-Prim-HE-05_012_aug_0.jpg,3
Kather_texture_2016_augmented\1045D_CRC-Prim-HE-05_012_aug_1.jpg,3
Kather_texture_2016_augmented\1045D_CRC-Prim-HE-05_012_aug_2.jpg,3
Kather_texture_2016_augmented\1045D_CRC-Prim-HE-05_012_aug_3.jpg,3
Kather_texture_2016_augmented\1045D_CRC-Prim-HE-05_012_aug_4.jpg,3
Kather_texture_2016_image_tiles_5000\04_LYMPHO\D71_CRC-Prim-HE-01_001.tif_Row_151_Col_301.tif,4
Kather_texture_2016_augmented\D71_CRC-Prim-HE-01_001_aug_0.jpg,4
Kather_texture_2016_augmented\D71_CRC-Prim-HE-01_001_aug_1.jpg,4
Kather_texture_2016_augmented\D71_CRC-Prim-HE-01_001_aug_2.jpg,4
Kather_texture_2016_augmented\D71_CRC-Prim-HE-01_001_aug_3.jpg,4
Kather_texture_2016_augmented\D71_CRC-Prim-HE-01_001_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\06_MUCOSA\1F6C_CRC-Prim-HE-03_006.tif_Row_1801_Col_151.tif,6
Kather_texture_2016_augmented\1F6C_CRC-Prim-HE-03_006_aug_0.jpg,6
Kather_texture_2016_augmented\1F6C_CRC-Prim-HE-03_006_aug_1.jpg,6
Kather_texture_2016_augmented\1F6C_CRC-Prim-HE-03_006_aug_2.jpg,6
Kather_texture_2016_augmented\1F6C_CRC-Prim-HE-03_006_aug_3.jpg,6
Kather_texture_2016_augmented\1F6C_CRC-Prim-HE-03_006_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\05_DEBRIS\116B8_CRC-Prim-HE-09_002.tif_Row_301_Col_1.tif,5
Kather_texture_2016_augmented\116B8_CRC-Prim-HE-09_002_aug_0.jpg,5
Kather_texture_2016_augmented\116B8_CRC-Prim-HE-09_002_aug_1.jpg,5
Kather_texture_2016_augmented\116B8_CRC-Prim-HE-09_002_aug_2.jpg,5
Kather_texture_2016_augmented\116B8_CRC-Prim-HE-09_002_aug_3.jpg,5
Kather_texture_2016_augmented\116B8_CRC-Prim-HE-09_002_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\08_EMPTY\141B1_CRC-Prim-HE-06_005.tif_Row_1201_Col_3901.tif,8
Kather_texture_2016_augmented\141B1_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\141B1_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\141B1_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\141B1_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\141B1_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\13695_CRC-Prim-HE-03_012.tif_Row_3451_Col_451.tif,7
Kather_texture_2016_augmented\13695_CRC-Prim-HE-03_012_aug_0.jpg,7
Kather_texture_2016_augmented\13695_CRC-Prim-HE-03_012_aug_1.jpg,7
Kather_texture_2016_augmented\13695_CRC-Prim-HE-03_012_aug_2.jpg,7
Kather_texture_2016_augmented\13695_CRC-Prim-HE-03_012_aug_3.jpg,7
Kather_texture_2016_augmented\13695_CRC-Prim-HE-03_012_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\04_LYMPHO\99E7_CRC-Prim-HE-05_022.tif_Row_151_Col_301.tif,4
Kather_texture_2016_augmented\99E7_CRC-Prim-HE-05_022_aug_0.jpg,4
Kather_texture_2016_augmented\99E7_CRC-Prim-HE-05_022_aug_1.jpg,4
Kather_texture_2016_augmented\99E7_CRC-Prim-HE-05_022_aug_2.jpg,4
Kather_texture_2016_augmented\99E7_CRC-Prim-HE-05_022_aug_3.jpg,4
Kather_texture_2016_augmented\99E7_CRC-Prim-HE-05_022_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\08_EMPTY\14358_CRC-Prim-HE-06_005.tif_Row_4201_Col_601.tif,8
Kather_texture_2016_augmented\14358_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\14358_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\14358_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\14358_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\14358_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\11EB6_CRC-Prim-HE-05_032.tif_Row_901_Col_151.tif,7
Kather_texture_2016_augmented\11EB6_CRC-Prim-HE-05_032_aug_0.jpg,7
Kather_texture_2016_augmented\11EB6_CRC-Prim-HE-05_032_aug_1.jpg,7
Kather_texture_2016_augmented\11EB6_CRC-Prim-HE-05_032_aug_2.jpg,7
Kather_texture_2016_augmented\11EB6_CRC-Prim-HE-05_032_aug_3.jpg,7
Kather_texture_2016_augmented\11EB6_CRC-Prim-HE-05_032_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\05_DEBRIS\16599_CRC-Prim-HE-03_031.tif_Row_751_Col_1.tif,5
Kather_texture_2016_augmented\16599_CRC-Prim-HE-03_031_aug_0.jpg,5
Kather_texture_2016_augmented\16599_CRC-Prim-HE-03_031_aug_1.jpg,5
Kather_texture_2016_augmented\16599_CRC-Prim-HE-03_031_aug_2.jpg,5
Kather_texture_2016_augmented\16599_CRC-Prim-HE-03_031_aug_3.jpg,5
Kather_texture_2016_augmented\16599_CRC-Prim-HE-03_031_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\06_MUCOSA\12D8A_CRC-Prim-HE-05.tif_Row_1801_Col_901.tif,6
Kather_texture_2016_augmented\12D8A_CRC-Prim-HE-05_aug_0.jpg,6
Kather_texture_2016_augmented\12D8A_CRC-Prim-HE-05_aug_1.jpg,6
Kather_texture_2016_augmented\12D8A_CRC-Prim-HE-05_aug_2.jpg,6
Kather_texture_2016_augmented\12D8A_CRC-Prim-HE-05_aug_3.jpg,6
Kather_texture_2016_augmented\12D8A_CRC-Prim-HE-05_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\02_STROMA\146CF_CRC-Prim-HE-03_008.tif_Row_451_Col_751.tif,2
Kather_texture_2016_augmented\146CF_CRC-Prim-HE-03_008_aug_0.jpg,2
Kather_texture_2016_augmented\146CF_CRC-Prim-HE-03_008_aug_1.jpg,2
Kather_texture_2016_augmented\146CF_CRC-Prim-HE-03_008_aug_2.jpg,2
Kather_texture_2016_augmented\146CF_CRC-Prim-HE-03_008_aug_3.jpg,2
Kather_texture_2016_augmented\146CF_CRC-Prim-HE-03_008_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\02_STROMA\13AB6_CRC-Prim-HE-04.tif_Row_1951_Col_1651.tif,2
Kather_texture_2016_augmented\13AB6_CRC-Prim-HE-04_aug_0.jpg,2
Kather_texture_2016_augmented\13AB6_CRC-Prim-HE-04_aug_1.jpg,2
Kather_texture_2016_augmented\13AB6_CRC-Prim-HE-04_aug_2.jpg,2
Kather_texture_2016_augmented\13AB6_CRC-Prim-HE-04_aug_3.jpg,2
Kather_texture_2016_augmented\13AB6_CRC-Prim-HE-04_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\05_DEBRIS\10AB3_CRC-Prim-HE-04_002.tif_Row_901_Col_451.tif,5
Kather_texture_2016_augmented\10AB3_CRC-Prim-HE-04_002_aug_0.jpg,5
Kather_texture_2016_augmented\10AB3_CRC-Prim-HE-04_002_aug_1.jpg,5
Kather_texture_2016_augmented\10AB3_CRC-Prim-HE-04_002_aug_2.jpg,5
Kather_texture_2016_augmented\10AB3_CRC-Prim-HE-04_002_aug_3.jpg,5
Kather_texture_2016_augmented\10AB3_CRC-Prim-HE-04_002_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\02_STROMA\148B5_CRC-Prim-HE-04.tif_Row_151_Col_1201.tif,2
Kather_texture_2016_augmented\148B5_CRC-Prim-HE-04_aug_0.jpg,2
Kather_texture_2016_augmented\148B5_CRC-Prim-HE-04_aug_1.jpg,2
Kather_texture_2016_augmented\148B5_CRC-Prim-HE-04_aug_2.jpg,2
Kather_texture_2016_augmented\148B5_CRC-Prim-HE-04_aug_3.jpg,2
Kather_texture_2016_augmented\148B5_CRC-Prim-HE-04_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\05_DEBRIS\134DF_CRC-Prim-HE-08_024.tif_Row_751_Col_451.tif,5
Kather_texture_2016_augmented\134DF_CRC-Prim-HE-08_024_aug_0.jpg,5
Kather_texture_2016_augmented\134DF_CRC-Prim-HE-08_024_aug_1.jpg,5
Kather_texture_2016_augmented\134DF_CRC-Prim-HE-08_024_aug_2.jpg,5
Kather_texture_2016_augmented\134DF_CRC-Prim-HE-08_024_aug_3.jpg,5
Kather_texture_2016_augmented\134DF_CRC-Prim-HE-08_024_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\03_COMPLEX\52C3_CRC-Prim-HE-05_009a.tif_Row_451_Col_1051.tif,3
Kather_texture_2016_augmented\52C3_CRC-Prim-HE-05_009a_aug_0.jpg,3
Kather_texture_2016_augmented\52C3_CRC-Prim-HE-05_009a_aug_1.jpg,3
Kather_texture_2016_augmented\52C3_CRC-Prim-HE-05_009a_aug_2.jpg,3
Kather_texture_2016_augmented\52C3_CRC-Prim-HE-05_009a_aug_3.jpg,3
Kather_texture_2016_augmented\52C3_CRC-Prim-HE-05_009a_aug_4.jpg,3
Kather_texture_2016_image_tiles_5000\02_STROMA\14369_CRC-Prim-HE-03_008.tif_Row_1_Col_451.tif,2
Kather_texture_2016_augmented\14369_CRC-Prim-HE-03_008_aug_0.jpg,2
